6040,0
10441,1
262,0
875,0
25678,0
58953,0
51354,0
13747,1
46045,0
43149,0
21193,0
224,0
41143,0
27405,1
48527,0
23359,0
14146,0
46527,0
8801,1
1217,1
57624,1
56570,0
5556,0
33958,1
2000,0
22190,1
25101,0
48049,1
17080,1
36999,1
44926,0
57761,1
754,0
4071,1
45042,0
10400,1
45831,1
15361,1
26011,0
36976,0
20787,1
10705,1
46308,1
9002,0
41268,1
50781,0
35517,1
6003,1
41252,0
54396,0
22668,0
25326,1
2478,0
19877,0
3580,1
55818,0
4187,0
15387,1
40633,1
55891,0
21082,1
14661,1
13784,1
48144,0
42025,0
6549,0
57959,0
57475,1
38942,0
51409,1
2445,1
47356,0
25400,0
46871,1
17434,0
38933,0
24166,0
27760,1
59204,0
25615,0
41379,0
56095,0
24211,0
2562,0
41597,1
26984,0
8056,0
56851,1
19475,1
35422,0
4552,1
3619,0
3274,0
22705,0
31464,0
41620,0
26387,1
47112,0
37867,0
24204,1
38675,1
1,0
17685,0
21349,0
30141,1
37781,0
21025,0
57648,0
41543,1
9619,0
33874,0
5144,0
14922,0
15866,0
31858,0
23391,0
59099,0
43786,1
8004,0
32984,0
23438,0
37980,0
11598,1
56319,0
36635,0
36708,0
58519,1
20908,0
12379,1
16833,0
33816,1
58279,0
23831,0
47594,0
7123,1
39957,1
39733,0
54003,0
43137,1
31018,1
30907,1
115,0
37262,0
43963,0
5989,0
27114,0
57018,0
18250,0
12421,1
14160,1
10613,0
14331,1
8270,0
38839,0
1771,0
33443,0
5736,0
15232,0
39010,0
30252,1
30717,0
17192,0
59273,0
50365,0
31442,1
29558,0
38690,0
46116,0
11721,0
37589,0
1489,0
49236,0
16403,0
20268,0
46145,0
44250,0
47075,1
48467,1
36682,0
51670,0
8889,0
17454,0
48972,0
35657,0
39045,0
23625,0
54062,0
56446,1
49942,0
52381,0
23067,1
17940,0
6632,0
57247,1
2633,0
5638,0
34802,0
7901,0
4965,1
38795,1
27624,0
8541,0
21409,1
56932,0
22174,1
50900,0
33966,0
17982,1
19483,1
22938,0
30963,1
79,0
47667,0
15220,0
39280,1
40138,0
51764,0
16963,1
38587,0
46899,0
54152,0
23938,0
2239,0
30320,0
38917,1
41534,1
45360,1
55409,0
5716,0
57450,1
18881,1
995,0
49131,1
29513,0
59376,0
833,1
5889,0
2404,0
12945,0
40052,0
36546,0
13950,0
22123,1
11417,1
6212,1
26034,1
27948,0
57192,0
58830,0
33260,1
51603,0
19024,1
21166,0
55663,0
24128,0
28779,0
39843,0
20502,0
13043,1
1177,1
52067,1
12927,0
6343,1
40643,0
57273,0
20262,1
46697,0
22507,0
44453,0
35160,0
55041,1
47024,1
54789,1
34571,0
25989,1
13640,0
26454,1
54456,1
35786,0
36916,0
44671,0
29494,1
7717,0
11033,0
47663,1
30935,0
49691,0
7182,1
26881,1
17385,0
2763,0
36468,1
27656,1
2735,0
40027,0
45129,0
52041,1
42263,0
31900,0
54335,0
54097,0
14233,0
36962,0
19999,1
50505,0
19949,1
1391,1
37305,1
42148,0
51514,1
53410,0
10191,1
39567,0
29700,0
23095,0
37932,0
30161,1
13236,1
19646,0
40758,0
56843,0
14612,0
22427,0
58950,0
11713,0
41951,1
10102,1
50637,0
51399,1
53833,1
35628,1
33156,0
21474,0
31264,1
38468,0
2294,0
39636,0
53683,1
53444,0
46597,1
51653,1
7290,0
57412,0
5700,0
45883,1
27549,0
38969,0
53564,1
26163,0
53504,1
50881,1
41240,0
55514,1
34357,1
46957,0
19554,0
30096,0
48023,0
55383,0
42990,0
30928,0
33848,0
15582,1
48148,1
47158,0
36218,0
6179,0
40018,1
57932,1
39805,0
34119,1
37135,1
795,0
7173,0
55427,0
45841,1
43745,0
22251,0
23718,0
27851,0
30943,1
37380,1
39250,0
15908,0
49151,0
59306,0
15686,0
22319,1
14074,0
37414,0
922,0
37917,0
23903,1
22049,0
34862,0
30064,0
54484,1
55328,1
40608,0
36086,0
20356,1
3675,0
23872,1
17624,1
29312,0
49549,1
53352,0
51655,1
24140,0
5359,1
7369,1
21560,0
48869,0
31507,1
20486,0
41131,1
50678,0
32471,0
2361,0
27434,0
27797,1
12556,0
17293,1
35687,0
42037,0
41987,0
3061,0
58649,0
38822,0
55924,0
34731,0
33657,1
35729,0
16948,1
38242,0
44410,1
8214,0
11397,1
32363,0
4498,1
32141,0
18218,0
38751,0
31500,1
5927,0
1093,0
48868,0
59288,0
12741,0
24341,0
15026,0
47325,0
1844,0
52889,0
45314,0
27118,0
33941,0
20733,1
8685,0
37639,1
39752,0
37141,0
35742,0
1367,0
49864,0
29652,0
29286,1
18432,0
19094,0
19015,1
42359,0
22767,0
32865,0
26281,0
32767,0
19074,0
33119,0
21240,1
29105,0
36894,0
49027,1
14732,1
13476,0
27423,1
40436,0
48342,0
8917,0
568,1
41826,1
38381,0
10581,0
22421,0
10270,0
7449,0
9984,1
40661,0
50806,0
33359,0
53331,1
58521,1
23557,1
41631,0
50326,1
5946,1
7837,1
20344,0
3640,0
41144,0
17374,1
21079,0
40728,0
49461,1
47649,0
33253,0
53917,1
26349,1
6158,0
42311,0
51391,0
49820,0
46290,1
907,0
58142,0
40571,0
27170,0
20497,1
1986,1
50875,0
32315,0
48914,1
13315,0
15438,0
12586,0
25954,1
7803,0
14759,1
5480,0
53288,0
53202,0
44557,0
7227,1
23604,0
1978,1
19698,1
10003,0
10371,0
16068,0
3614,0
15645,1
26824,0
22868,1
53243,0
4701,0
3964,1
51647,1
31253,0
27458,1
25431,0
9839,0
13498,1
56652,0
32538,0
8724,0
7983,1
42889,0
13720,0
35462,1
5358,0
48335,0
57708,0
36301,1
9629,1
32531,1
42315,0
24826,0
6088,0
10667,0
28546,1
43099,0
49324,0
37203,1
35840,0
27448,0
37493,0
49986,1
46478,0
23161,1
26933,0
59009,0
8742,0
17057,0
41147,0
47043,0
14812,1
58634,1
37360,1
3487,0
42588,1
48772,1
25098,0
46215,1
27053,0
46906,1
56872,0
11527,1
49631,0
12047,1
44157,1
49770,1
46583,1
45324,0
53252,0
36903,0
7341,1
8211,1
17258,0
35880,0
1255,0
59087,0
48309,1
9086,0
41974,1
19761,0
53678,0
17435,0
27501,1
10332,0
17972,0
53766,0
10795,1
31398,1
5928,0
50831,1
9197,0
20714,0
28437,1
24289,0
44838,0
38001,0
28907,1
1673,0
20198,0
7018,1
55619,0
52076,0
33957,0
30465,0
21418,0
28062,0
2825,1
8024,0
47551,0
46870,1
14821,1
22792,0
54726,1
26199,0
13328,0
40860,1
25440,0
57743,0
37875,0
56162,0
58377,1
7211,1
56252,1
1340,0
853,0
4801,1
13872,1
48619,0
46447,0
32752,0
46599,0
45625,1
14944,0
4204,0
7734,1
11109,1
46677,0
23982,0
18379,0
261,0
55900,0
19620,0
55706,0
5140,1
30020,0
15230,0
1131,0
52175,0
2965,1
9166,0
50939,0
43412,1
52980,0
9731,0
14028,1
43181,0
25444,0
38534,1
48546,1
2563,0
18551,0
3819,1
35552,0
13175,1
13096,0
55330,0
51733,1
54474,0
51962,0
18082,1
16274,0
34933,0
44844,0
47424,0
47085,0
18229,0
43129,0
48954,0
46869,0
27649,1
32812,1
51894,0
53695,0
40067,0
36071,1
12700,0
11056,0
52794,1
3951,0
42135,0
5403,0
31735,0
50056,0
8424,0
37437,0
5211,1
50553,0
33273,0
6404,1
53177,0
17410,1
55027,0
5780,0
13579,0
15617,1
45279,0
51583,0
1164,0
9512,0
28700,0
5204,0
59202,1
42689,1
20701,1
56194,0
17285,0
20102,0
10942,0
707,0
